Steps = 11, Explorations = 3, Exploitations = 7, Epsilon rate = 0.2420705236993053, Episode = 817
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.24187693504653823, Episode = 818
Steps = 21, Explorations = 10, Exploitations = 10, Epsilon rate = 0.24139364046699924, Episode = 819
Steps = 12, Explorations = 4, Exploitations = 7, Epsilon rate = 0.24112824018916584, Episode = 820
Steps = 17, Explorations = 7, Exploitations = 9, Epsilon rate = 0.24074272422376353, Episode = 821
Steps = 11, Explorations = 2, Exploitations = 8, Epsilon rate = 0.24050208980488158, Episode = 822
Steps = 15, Explorations = 5, Exploitations = 9, Epsilon rate = 0.2401656056485378, Episode = 823
Steps = 10, Explorations = 1, Exploitations = 8, Epsilon rate = 0.2399495430429013, Episode = 824
Steps = 15, Explorations = 3, Exploitations = 11, Epsilon rate = 0.23961383194940783, Episode = 825
Steps = 11, Explorations = 2, Exploitations = 8, Epsilon rate = 0.23937432591493416, Episode = 826
Steps = 11, Explorations = 3, Exploitations = 7, Epsilon rate = 0.239135059278746, Episode = 827
Steps = 15, Explorations = 4, Exploitations = 10, Epsilon rate = 0.2388004877216385, Episode = 828
Steps = 13, Explorations = 4, Exploitations = 8, Epsilon rate = 0.23851408469217023, Episode = 829
Steps = 17, Explorations = 8, Exploitations = 8, Epsilon rate = 0.2381327482400399, Episode = 830
Steps = 9, Explorations = 3, Exploitations = 5, Epsilon rate = 0.23794230870528366, Episode = 831
Steps = 13, Explorations = 3, Exploitations = 9, Epsilon rate = 0.23765693492442555, Episode = 832
Steps = 12, Explorations = 3, Exploitations = 8, Epsilon rate = 0.23739564296811735, Episode = 833
Steps = 9, Explorations = 1, Exploitations = 7, Epsilon rate = 0.23720579291123042, Episode = 834
Steps = 14, Explorations = 3, Exploitations = 10, Epsilon rate = 0.2368976103331404, Episode = 835
Steps = 18, Explorations = 8, Exploitations = 9, Epsilon rate = 0.23649520641529012, Episode = 836
Steps = 15, Explorations = 6, Exploitations = 8, Epsilon rate = 0.23616432825088604, Episode = 837
Steps = 14, Explorations = 3, Exploitations = 10, Epsilon rate = 0.23585749876480983, Episode = 838
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.23566887879269133, Episode = 839
Steps = 9, Explorations = 2, Exploitations = 6, Epsilon rate = 0.23548040966374742, Episode = 840
Steps = 11, Explorations = 1, Exploitations = 9, Epsilon rate = 0.2352450351920153, Episode = 841
Steps = 12, Explorations = 4, Exploitations = 7, Epsilon rate = 0.23498639499926585, Episode = 842
Steps = 15, Explorations = 5, Exploitations = 9, Epsilon rate = 0.23465762779837482, Episode = 843
Steps = 9, Explorations = 1, Exploitations = 7, Epsilon rate = 0.23446996738713277, Episode = 844
Steps = 13, Explorations = 3, Exploitations = 9, Epsilon rate = 0.23418875812487494, Episode = 845
Steps = 10, Explorations = 1, Exploitations = 8, Epsilon rate = 0.2339780725308466, Episode = 846
Steps = 13, Explorations = 3, Exploitations = 9, Epsilon rate = 0.2336974532178739, Episode = 847
Steps = 11, Explorations = 1, Exploitations = 9, Epsilon rate = 0.23346386090047128, Episode = 848
Steps = 11, Explorations = 1, Exploitations = 9, Epsilon rate = 0.23323050207029744, Episode = 849
Steps = 11, Explorations = 3, Exploitations = 7, Epsilon rate = 0.23299737649397034, Episode = 850
Steps = 9, Explorations = 1, Exploitations = 7, Epsilon rate = 0.23281104381899437, Episode = 851
Steps = 14, Explorations = 5, Exploitations = 8, Epsilon rate = 0.2325085709880766, Episode = 852
Steps = 10, Explorations = 2, Exploitations = 7, Epsilon rate = 0.23229939695774507, Episode = 853
Steps = 11, Explorations = 3, Exploitations = 7, Epsilon rate = 0.23206720206764492, Episode = 854
Steps = 10, Explorations = 2, Exploitations = 7, Epsilon rate = 0.2318584251104861, Episode = 855
Steps = 12, Explorations = 3, Exploitations = 8, Epsilon rate = 0.2316035083267494, Episode = 856
Steps = 14, Explorations = 3, Exploitations = 10, Epsilon rate = 0.23130260435043914, Episode = 857
Steps = 11, Explorations = 3, Exploitations = 7, Epsilon rate = 0.23107140580450922, Episode = 858
Steps = 15, Explorations = 5, Exploitations = 9, Epsilon rate = 0.23074811602727535, Episode = 859
Steps = 14, Explorations = 3, Exploitations = 10, Epsilon rate = 0.23044832339399304, Episode = 860
Steps = 11, Explorations = 2, Exploitations = 8, Epsilon rate = 0.23021797874469563, Episode = 861
Steps = 13, Explorations = 3, Exploitations = 9, Epsilon rate = 0.2299418690634314, Episode = 862
Steps = 9, Explorations = 1, Exploitations = 7, Epsilon rate = 0.22975797993902888, Episode = 863
Steps = 10, Explorations = 1, Exploitations = 8, Epsilon rate = 0.22955128045065978, Episode = 864
Steps = 9, Explorations = 1, Exploitations = 7, Epsilon rate = 0.22936770368780451, Episode = 865
Steps = 14, Explorations = 4, Exploitations = 9, Epsilon rate = 0.22906970451423656, Episode = 866
Steps = 9, Explorations = 2, Exploitations = 6, Epsilon rate = 0.2288865128773161, Episode = 867
Steps = 13, Explorations = 5, Exploitations = 7, Epsilon rate = 0.22861200007661814, Episode = 868
Steps = 14, Explorations = 4, Exploitations = 9, Epsilon rate = 0.22831498272851192, Episode = 869
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.22813239465774024, Episode = 870
Steps = 13, Explorations = 3, Exploitations = 9, Epsilon rate = 0.22785878630135364, Episode = 871
Steps = 10, Explorations = 1, Exploitations = 8, Epsilon rate = 0.22765379540370825, Episode = 872
Steps = 11, Explorations = 2, Exploitations = 8, Epsilon rate = 0.22742624402519884, Episode = 873
Steps = 11, Explorations = 3, Exploitations = 7, Epsilon rate = 0.22719892009569712, Episode = 874
Steps = 9, Explorations = 1, Exploitations = 7, Epsilon rate = 0.22701722456259665, Episode = 875
Steps = 11, Explorations = 1, Exploitations = 9, Epsilon rate = 0.22679030946854783, Episode = 876
Steps = 15, Explorations = 6, Exploitations = 8, Epsilon rate = 0.22647300933194453, Episode = 877
Steps = 9, Explorations = 1, Exploitations = 7, Epsilon rate = 0.22629189432424068, Episode = 878
Steps = 9, Explorations = 1, Exploitations = 7, Epsilon rate = 0.22611092415784098, Episode = 879
Steps = 13, Explorations = 5, Exploitations = 7, Epsilon rate = 0.22583974023232833, Episode = 880
Steps = 11, Explorations = 3, Exploitations = 7, Epsilon rate = 0.2256140020928831, Episode = 881
Steps = 10, Explorations = 2, Exploitations = 7, Epsilon rate = 0.22541103069309154, Episode = 882
Steps = 14, Explorations = 6, Exploitations = 7, Epsilon rate = 0.22511817210934304, Episode = 883
Steps = 14, Explorations = 6, Exploitations = 7, Epsilon rate = 0.2248256940134074, Episode = 884
Steps = 9, Explorations = 1, Exploitations = 7, Epsilon rate = 0.2246458963968023, Episode = 885
Steps = 10, Explorations = 1, Exploitations = 8, Epsilon rate = 0.22444379594370048, Episode = 886
Steps = 19, Explorations = 8, Exploitations = 10, Epsilon rate = 0.22404014032693215, Episode = 887
Steps = 11, Explorations = 3, Exploitations = 7, Epsilon rate = 0.22381620097778823, Episode = 888
Steps = 9, Explorations = 1, Exploitations = 7, Epsilon rate = 0.22363721067301015, Episode = 889
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.22345836351036863, Episode = 890
Steps = 11, Explorations = 2, Exploitations = 8, Epsilon rate = 0.22323500567631155, Episode = 891
Steps = 9, Explorations = 1, Exploitations = 7, Epsilon rate = 0.22305648016507248, Episode = 892
Steps = 12, Explorations = 2, Exploitations = 9, Epsilon rate = 0.22281124068115807, Episode = 893
Steps = 9, Explorations = 2, Exploitations = 6, Epsilon rate = 0.22263305406328468, Episode = 894
Steps = 11, Explorations = 2, Exploitations = 8, Epsilon rate = 0.22241052116738444, Episode = 895
Steps = 10, Explorations = 1, Exploitations = 8, Epsilon rate = 0.22221043174744176, Episode = 896
Steps = 9, Explorations = 2, Exploitations = 6, Epsilon rate = 0.2220327256085225, Episode = 897
Steps = 14, Explorations = 5, Exploitations = 8, Epsilon rate = 0.22174425618727192, Episode = 898
Steps = 18, Explorations = 7, Exploitations = 10, Epsilon rate = 0.2213675923732087, Episode = 899
Steps = 11, Explorations = 2, Exploitations = 8, Epsilon rate = 0.22114632436969264, Episode = 900
Steps = 12, Explorations = 3, Exploitations = 8, Epsilon rate = 0.22090318500688258, Episode = 901
Steps = 9, Explorations = 1, Exploitations = 7, Epsilon rate = 0.22072652429939987, Episode = 902
Steps = 14, Explorations = 4, Exploitations = 9, Epsilon rate = 0.22043975192138765, Episode = 903
Steps = 13, Explorations = 4, Exploitations = 8, Epsilon rate = 0.22017536966083243, Episode = 904
Steps = 9, Explorations = 1, Exploitations = 7, Epsilon rate = 0.21999929100187904, Episode = 905
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.21982335315656065, Episode = 906
Steps = 11, Explorations = 2, Exploitations = 8, Epsilon rate = 0.21960362869753886, Episode = 907
Steps = 15, Explorations = 4, Exploitations = 10, Epsilon rate = 0.2192963833767507, Episode = 908
Steps = 9, Explorations = 1, Exploitations = 7, Epsilon rate = 0.21912100766075762, Episode = 909
Steps = 12, Explorations = 3, Exploitations = 8, Epsilon rate = 0.2188800950327373, Episode = 910
Steps = 9, Explorations = 2, Exploitations = 6, Epsilon rate = 0.21870505223088196, Episode = 911
Steps = 27, Explorations = 18, Exploitations = 8, Epsilon rate = 0.21813712931819523, Episode = 912
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.21796268068092273, Episode = 913
Steps = 11, Explorations = 2, Exploitations = 8, Epsilon rate = 0.21774481605729717, Episode = 914
Steps = 11, Explorations = 1, Exploitations = 9, Epsilon rate = 0.2175271692002823, Episode = 915
Steps = 9, Explorations = 1, Exploitations = 7, Epsilon rate = 0.2173532083603495, Episode = 916
Steps = 10, Explorations = 1, Exploitations = 8, Epsilon rate = 0.2171576687017253, Episode = 917
Steps = 11, Explorations = 3, Exploitations = 7, Epsilon rate = 0.21694060872792012, Episode = 918
Steps = 9, Explorations = 1, Exploitations = 7, Epsilon rate = 0.21676711697216108, Episode = 919
Steps = 12, Explorations = 3, Exploitations = 8, Epsilon rate = 0.21652879232964664, Episode = 920
Steps = 10, Explorations = 3, Exploitations = 6, Epsilon rate = 0.21633399434872952, Episode = 921
Steps = 13, Explorations = 5, Exploitations = 7, Epsilon rate = 0.2160745362883646, Episode = 922
Steps = 11, Explorations = 2, Exploitations = 8, Epsilon rate = 0.21585855895969316, Episode = 923
Steps = 11, Explorations = 4, Exploitations = 6, Epsilon rate = 0.21564279751118656, Episode = 924
Steps = 11, Explorations = 1, Exploitations = 9, Epsilon rate = 0.21542725172706167, Episode = 925
Steps = 9, Explorations = 1, Exploitations = 7, Epsilon rate = 0.2152549702332481, Episode = 926
Steps = 13, Explorations = 5, Exploitations = 7, Epsilon rate = 0.21499680628990317, Episode = 927
Steps = 11, Explorations = 2, Exploitations = 8, Epsilon rate = 0.21478190620638102, Episode = 928
Steps = 11, Explorations = 2, Exploitations = 8, Epsilon rate = 0.21456722092626315, Episode = 929
Steps = 11, Explorations = 1, Exploitations = 9, Epsilon rate = 0.21435275023484276, Episode = 930
Steps = 16, Explorations = 7, Exploitations = 8, Epsilon rate = 0.214031446082377, Episode = 931
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.21386028084233177, Episode = 932
Steps = 9, Explorations = 2, Exploitations = 6, Epsilon rate = 0.21368925248656187, Episode = 933
Steps = 11, Explorations = 3, Exploitations = 7, Epsilon rate = 0.21347565936860075, Episode = 934
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.21330493860233735, Episode = 935
Steps = 13, Explorations = 3, Exploitations = 9, Epsilon rate = 0.2130491134103575, Episode = 936
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.21287873376145175, Episode = 937
Steps = 14, Explorations = 4, Exploitations = 9, Epsilon rate = 0.21260215739210617, Episode = 938
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.2124321351828923, Episode = 939
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.21226224894384912, Episode = 940
Steps = 11, Explorations = 3, Exploitations = 7, Epsilon rate = 0.21205008218745025, Episode = 941
Steps = 12, Explorations = 2, Exploitations = 9, Epsilon rate = 0.211816943689608, Episode = 942
Steps = 13, Explorations = 2, Exploitations = 10, Epsilon rate = 0.2115629031097741, Episode = 943
Steps = 10, Explorations = 2, Exploitations = 7, Epsilon rate = 0.21137257264185183, Episode = 944
Steps = 10, Explorations = 2, Exploitations = 7, Epsilon rate = 0.2111824134028477, Episode = 945
Steps = 10, Explorations = 1, Exploitations = 8, Epsilon rate = 0.2109924252387173, Episode = 946
Steps = 13, Explorations = 2, Exploitations = 10, Epsilon rate = 0.21073937353702366, Episode = 947
Steps = 11, Explorations = 2, Exploitations = 8, Epsilon rate = 0.21052872897092045, Episode = 948
Steps = 13, Explorations = 4, Exploitations = 8, Epsilon rate = 0.21027623339881057, Episode = 949
Steps = 9, Explorations = 3, Exploitations = 5, Epsilon rate = 0.2101080712776629, Episode = 950
Steps = 11, Explorations = 2, Exploitations = 8, Epsilon rate = 0.2098980577298088, Episode = 951
Steps = 11, Explorations = 3, Exploitations = 7, Epsilon rate = 0.20968825410102163, Episode = 952
Steps = 15, Explorations = 4, Exploitations = 10, Epsilon rate = 0.20939488128528588, Episode = 953
Steps = 11, Explorations = 2, Exploitations = 8, Epsilon rate = 0.20918558060657425, Episode = 954
Steps = 12, Explorations = 3, Exploitations = 8, Epsilon rate = 0.20895559148546763, Episode = 955
Steps = 11, Explorations = 1, Exploitations = 9, Epsilon rate = 0.20874672989892806, Episode = 956
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.20857979095240498, Episode = 957
Steps = 11, Explorations = 1, Exploitations = 9, Epsilon rate = 0.2083713049973333, Episode = 958
Steps = 20, Explorations = 8, Exploitations = 11, Epsilon rate = 0.2079757556309389, Episode = 959
Steps = 11, Explorations = 2, Exploitations = 8, Epsilon rate = 0.20776787343944528, Episode = 960
Steps = 11, Explorations = 1, Exploitations = 9, Epsilon rate = 0.20756019903662112, Episode = 961
Steps = 10, Explorations = 3, Exploitations = 6, Epsilon rate = 0.2073734695617274, Episode = 962
Steps = 11, Explorations = 1, Exploitations = 9, Epsilon rate = 0.20716618938534656, Episode = 963
Steps = 10, Explorations = 1, Exploitations = 8, Epsilon rate = 0.2069798143773286, Episode = 964
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.20681428846858535, Episode = 965
Steps = 18, Explorations = 6, Exploitations = 11, Epsilon rate = 0.20646298530503662, Episode = 966
Steps = 11, Explorations = 2, Exploitations = 8, Epsilon rate = 0.2062566152033038, Episode = 967
Steps = 11, Explorations = 3, Exploitations = 7, Epsilon rate = 0.20605045137883088, Episode = 968
Steps = 13, Explorations = 3, Exploitations = 9, Epsilon rate = 0.20580332678515337, Episode = 969
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.20563874173713317, Episode = 970
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.20547428831107686, Episode = 971
Steps = 9, Explorations = 1, Exploitations = 7, Epsilon rate = 0.2053099664017236, Episode = 972
Steps = 10, Explorations = 1, Exploitations = 8, Epsilon rate = 0.20512526132630649, Episode = 973
Steps = 10, Explorations = 1, Exploitations = 8, Epsilon rate = 0.20494072241897895, Episode = 974
Steps = 9, Explorations = 1, Exploitations = 7, Epsilon rate = 0.20477682721297086, Episode = 975
Steps = 12, Explorations = 3, Exploitations = 8, Epsilon rate = 0.20455168529651016, Episode = 976
Steps = 9, Explorations = 2, Exploitations = 6, Epsilon rate = 0.20438810121129142, Episode = 977
Steps = 21, Explorations = 10, Exploitations = 10, Epsilon rate = 0.20397971311335772, Episode = 978
Steps = 10, Explorations = 1, Exploitations = 8, Epsilon rate = 0.20379620478712074, Episode = 979
Steps = 10, Explorations = 1, Exploitations = 8, Epsilon rate = 0.20361286155232974, Episode = 980
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.20345002826328823, Episode = 981
Steps = 17, Explorations = 6, Exploitations = 10, Epsilon rate = 0.20312475224420587, Episode = 982
Steps = 9, Explorations = 2, Exploitations = 6, Epsilon rate = 0.20296230930596756, Episode = 983
Steps = 14, Explorations = 5, Exploitations = 8, Epsilon rate = 0.20269861655643837, Episode = 984
Steps = 9, Explorations = 2, Exploitations = 6, Epsilon rate = 0.20253651440745618, Episode = 985
Steps = 12, Explorations = 2, Exploitations = 9, Epsilon rate = 0.20231383560327912, Episode = 986
Steps = 17, Explorations = 5, Exploitations = 11, Epsilon rate = 0.20199037612965767, Episode = 987
Steps = 11, Explorations = 3, Exploitations = 7, Epsilon rate = 0.20178847662496271, Episode = 988
Steps = 13, Explorations = 4, Exploitations = 8, Epsilon rate = 0.20154646358902387, Episode = 989
Steps = 11, Explorations = 2, Exploitations = 8, Epsilon rate = 0.20134500779716208, Episode = 990
Steps = 13, Explorations = 3, Exploitations = 9, Epsilon rate = 0.20110352663122472, Episode = 991
Steps = 11, Explorations = 1, Exploitations = 9, Epsilon rate = 0.20090251357705233, Episode = 992
Steps = 15, Explorations = 5, Exploitations = 9, Epsilon rate = 0.20062143280622347, Episode = 993
Steps = 13, Explorations = 2, Exploitations = 10, Epsilon rate = 0.2003808194528749, Episode = 994
Steps = 12, Explorations = 4, Exploitations = 7, Epsilon rate = 0.20016051072787125, Episode = 995
Steps = 17, Explorations = 5, Exploitations = 11, Epsilon rate = 0.19984049399126613, Episode = 996
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.19968067754022184, Episode = 997
Steps = 9, Explorations = 1, Exploitations = 7, Epsilon rate = 0.19952098889759862, Episode = 998
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.19936142796118567, Episode = 999
Steps = 11, Explorations = 1, Exploitations = 9, Epsilon rate = 0.1991621562219479, Episode = 1000
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.19900288225122245, Episode = 1001
Steps = 15, Explorations = 4, Exploitations = 10, Epsilon rate = 0.19872445923627646, Episode = 1002
Steps = 10, Explorations = 2, Exploitations = 7, Epsilon rate = 0.19854567874707882, Episode = 1003
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.19838689778575405, Episode = 1004
Steps = 11, Explorations = 1, Exploitations = 9, Epsilon rate = 0.19818860013827005, Episode = 1005
Steps = 11, Explorations = 2, Exploitations = 8, Epsilon rate = 0.19799050069922336, Episode = 1006
Steps = 12, Explorations = 2, Exploitations = 9, Epsilon rate = 0.1977728200105677, Episode = 1007
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.19761465711987494, Episode = 1008
Steps = 17, Explorations = 10, Exploitations = 6, Epsilon rate = 0.19729871069544344, Episode = 1009
Steps = 9, Explorations = 1, Exploitations = 7, Epsilon rate = 0.19714092695947877, Episode = 1010
Steps = 9, Explorations = 1, Exploitations = 7, Epsilon rate = 0.19698326940633223, Episode = 1011
Steps = 10, Explorations = 1, Exploitations = 8, Epsilon rate = 0.19680605536129941, Episode = 1012
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.19664866561168615, Episode = 1013
Steps = 11, Explorations = 3, Exploitations = 7, Epsilon rate = 0.19645210541438032, Episode = 1014
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.1962949987256384, Episode = 1015
Steps = 12, Explorations = 4, Exploitations = 7, Epsilon rate = 0.19607918215690734, Episode = 1016
Steps = 11, Explorations = 1, Exploitations = 9, Epsilon rate = 0.19588319118685701, Episode = 1017
Steps = 11, Explorations = 2, Exploitations = 8, Epsilon rate = 0.19568739611960437, Episode = 1018
Steps = 15, Explorations = 4, Exploitations = 10, Epsilon rate = 0.19541361176935687, Episode = 1019
Steps = 10, Explorations = 1, Exploitations = 8, Epsilon rate = 0.19523780985125247, Episode = 1020
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.19508167425902634, Episode = 1021
Steps = 13, Explorations = 3, Exploitations = 9, Epsilon rate = 0.19484770496091225, Episode = 1022
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.1946918813433908, Episode = 1023
Steps = 9, Explorations = 1, Exploitations = 7, Epsilon rate = 0.19453618234114153, Episode = 1024
Steps = 11, Explorations = 1, Exploitations = 9, Epsilon rate = 0.1943417336767422, Episode = 1025
Steps = 9, Explorations = 3, Exploitations = 5, Epsilon rate = 0.1941863146946045, Episode = 1026
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.19403102000414388, Episode = 1027
Steps = 9, Explorations = 1, Exploitations = 7, Epsilon rate = 0.19387584950596182, Episode = 1028
Steps = 10, Explorations = 1, Exploitations = 8, Epsilon rate = 0.1937014310204291, Episode = 1029
Steps = 10, Explorations = 2, Exploitations = 7, Epsilon rate = 0.19352716944875742, Episode = 1030
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.1933724018899697, Episode = 1031
Steps = 13, Explorations = 5, Exploitations = 7, Epsilon rate = 0.19314048259095468, Episode = 1032
Steps = 10, Explorations = 2, Exploitations = 7, Epsilon rate = 0.19296672567097523, Episode = 1033
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.1928124063103169, Episode = 1034
Steps = 11, Explorations = 2, Exploitations = 8, Epsilon rate = 0.19261968064645602, Episode = 1035
Steps = 17, Explorations = 5, Exploitations = 11, Epsilon rate = 0.19231172019320655, Episode = 1036
Steps = 9, Explorations = 1, Exploitations = 7, Epsilon rate = 0.1921579246535656, Episode = 1037
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.19200425210730215, Episode = 1038
Steps = 10, Explorations = 2, Exploitations = 7, Epsilon rate = 0.19183151738581045, Episode = 1039
Steps = 9, Explorations = 1, Exploitations = 7, Epsilon rate = 0.19167810587398545, Episode = 1040
Steps = 11, Explorations = 1, Exploitations = 9, Epsilon rate = 0.1914865140002618, Episode = 1041
Steps = 20, Explorations = 6, Exploitations = 13, Epsilon rate = 0.19112301688012404, Episode = 1042
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.19097017197036312, Episode = 1043
Steps = 13, Explorations = 3, Exploitations = 9, Epsilon rate = 0.1907411337623082, Episode = 1044
Steps = 10, Explorations = 2, Exploitations = 7, Epsilon rate = 0.19056953539271046, Episode = 1045
Steps = 12, Explorations = 3, Exploitations = 8, Epsilon rate = 0.19036001368558528, Episode = 1046
Steps = 12, Explorations = 2, Exploitations = 9, Epsilon rate = 0.19015072233713556, Episode = 1047
Steps = 14, Explorations = 4, Exploitations = 9, Epsilon rate = 0.1899036746612912, Episode = 1048
Steps = 12, Explorations = 2, Exploitations = 9, Epsilon rate = 0.189694885034857, Episode = 1049
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.18954318223077538, Episode = 1050
Steps = 13, Explorations = 3, Exploitations = 9, Epsilon rate = 0.1893158554689086, Episode = 1051
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.18916445578237268, Episode = 1052
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.18901317717320248, Episode = 1053
Steps = 13, Explorations = 3, Exploitations = 9, Epsilon rate = 0.18878648606771808, Episode = 1054
Steps = 20, Explorations = 9, Exploitations = 10, Epsilon rate = 0.18842811438621965, Episode = 1055
Steps = 13, Explorations = 2, Exploitations = 10, Epsilon rate = 0.18820212497006686, Episode = 1056
Steps = 13, Explorations = 4, Exploitations = 8, Epsilon rate = 0.18797640659211015, Episode = 1057
Steps = 13, Explorations = 3, Exploitations = 9, Epsilon rate = 0.1877509589272825, Episode = 1058
Steps = 10, Explorations = 2, Exploitations = 7, Epsilon rate = 0.18758205063882444, Episode = 1059
Steps = 14, Explorations = 5, Exploitations = 8, Epsilon rate = 0.18733834023335844, Episode = 1060
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.18718852200541736, Episode = 1061
Steps = 10, Explorations = 1, Exploitations = 8, Epsilon rate = 0.18702011970775895, Episode = 1062
Steps = 15, Explorations = 5, Exploitations = 9, Epsilon rate = 0.1867584616604204, Episode = 1063
Steps = 11, Explorations = 1, Exploitations = 9, Epsilon rate = 0.18657178721766063, Episode = 1064
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.18642258201754022, Episode = 1065
Steps = 12, Explorations = 4, Exploitations = 7, Epsilon rate = 0.1862176196789875, Episode = 1066
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.18606869771375095, Episode = 1067
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.18591989484439675, Episode = 1068
Steps = 14, Explorations = 5, Exploitations = 8, Epsilon rate = 0.1856783439454572, Episode = 1069
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.1855298532498405, Episode = 1070
Steps = 9, Explorations = 1, Exploitations = 7, Epsilon rate = 0.1853814813052112, Episode = 1071
Steps = 10, Explorations = 1, Exploitations = 8, Epsilon rate = 0.18521470469380008, Episode = 1072
Steps = 11, Explorations = 1, Exploitations = 9, Epsilon rate = 0.18502957331350153, Episode = 1073
Steps = 13, Explorations = 3, Exploitations = 9, Epsilon rate = 0.18480765990434642, Episode = 1074
Steps = 13, Explorations = 2, Exploitations = 10, Epsilon rate = 0.1845860126448682, Episode = 1075
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.18443839550850036, Episode = 1076
Steps = 11, Explorations = 1, Exploitations = 9, Epsilon rate = 0.1842540400881411, Episode = 1077
Steps = 9, Explorations = 1, Exploitations = 7, Epsilon rate = 0.1841066884368849, Episode = 1078
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.1839594546256995, Episode = 1079
Steps = 14, Explorations = 3, Exploitations = 10, Epsilon rate = 0.18372045077046145, Episode = 1080
Steps = 13, Explorations = 2, Exploitations = 10, Epsilon rate = 0.183500107444625, Episode = 1081
Steps = 10, Explorations = 2, Exploitations = 7, Epsilon rate = 0.18333502339255184, Episode = 1082
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.18318840669737887, Episode = 1083
Steps = 12, Explorations = 2, Exploitations = 9, Epsilon rate = 0.1829870001734154, Episode = 1084
Steps = 13, Explorations = 2, Exploitations = 10, Epsilon rate = 0.18276753650437938, Episode = 1085
Steps = 10, Explorations = 1, Exploitations = 8, Epsilon rate = 0.18260311150248842, Episode = 1086
Steps = 9, Explorations = 2, Exploitations = 6, Epsilon rate = 0.18245708013193318, Episode = 1087
Steps = 13, Explorations = 4, Exploitations = 8, Epsilon rate = 0.18223825201731622, Episode = 1088
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.18209251243220892, Episode = 1089
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.18194688939797074, Episode = 1090
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.18180138282139366, Episode = 1091
Steps = 10, Explorations = 1, Exploitations = 8, Epsilon rate = 0.18163782701008319, Episode = 1092
Steps = 11, Explorations = 1, Exploitations = 9, Epsilon rate = 0.18145627089830257, Episode = 1093
Steps = 13, Explorations = 4, Exploitations = 8, Epsilon rate = 0.18123864309445203, Episode = 1094
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.1810937029166485, Episode = 1095
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.18094887865041198, Episode = 1096
Steps = 13, Explorations = 3, Exploitations = 9, Epsilon rate = 0.18073185938249164, Episode = 1097
Steps = 10, Explorations = 2, Exploitations = 7, Epsilon rate = 0.1805692657573376, Episode = 1098
Steps = 9, Explorations = 0, Exploitations = 8, Epsilon rate = 0.18042486089401552, Episode = 1099
